throughput_max_len,accuracy_mean,accuracy_std,macro_f1_mean,macro_f1_std,flows_per_sec_mean,flows_per_sec_std,latency_ms_per_batch_mean,latency_ms_per_batch_std,n
64.0,0.8397063704977444,,0.5914643140997484,,5322.599,,24.048,,1
128.0,0.83927648297591,,0.5883636303695131,,5381.15,,23.787,,1
256.0,0.8618428570651198,,0.6645832213418602,,3196.322,,40.046,,1
512.0,0.867531157775976,9.383169200741871e-05,0.6795510241342804,0.003012538100551948,3239.811333333333,207.54237724458426,39.613,2.450606659584522,3
1024.0,0.8705222317148159,,0.6918449544352748,,3772.699,,33.928,,1
1536.0,0.8730308158612171,0.000253954951914147,0.7012069185026024,0.001298901607530846,2482.9515,22.592768765691396,51.5535,0.46881179592667865,2
2048.0,0.8752972481756989,4.232582531899833e-05,0.7084312445486618,0.0020702216125321276,1828.3495,6.878027660601449,70.00899999999999,0.26304372260140063,2
4096.0,0.882082941083643,0.00013467308056049204,0.7653017337023394,0.0030991547251293127,608.494,1.5895760441073923,210.356,0.5501290757631381,2
